text,Description
grocery basket,shopping
amazon items,shopping
grocery basket,shopping
ola ride,travel
metro toll,travel
bus COMMUTE,travel
nike gear,shopping
kfc bread,food
ikea shir,shopping
unknown ecs,other
adidas basket,shopping
netfli show,entertainment
behrouz PIZZA,food
processing amount,other
gaana show,entertainment
ajio basket,shopping
balance transfer,other
revv seat,travel
decathlon bag,shopping
nykaa purchas,shopping
zee5 class,entertainment
flight snacks,travel
gaana GAME,entertainment
behrouz snacks,food
gaana music,entertainment
blinkit burger,food
swiggy COMBO,food
psplus concert,entertainment
psplu game,entertainment
spicejet shuttle,travel
STEAM RENTAL,entertainment
NIKE set,shopping
uber trip,travel
grocery basket,shopping
adidas set,shopping
indigo JOURNEY,travel
audible RENTAL,entertainment
credi transfer,other
flipkart basket,shopping
SPOTIFY CONCER,entertainment
airport snacks,food
hotstar pass,entertainment
servic HOLD,other
ZEE5 music,entertainment
flight snacks,travel
grocer basket,shopping
lenskart basket,shopping
stea movie,entertainment
auto charg,other
vistara SEAT,travel
UNKNOWN auto,other
nike shir,shopping
blinkit meal,food
zara order,shopping
ajio orde,shopping
AMAZON gear,shopping
amazon order,shopping
entry payment,other
nykaa purchase,shopping
airport snacks,food
payment CHARGE,other
psplus stream,entertainment
ecs ENTRY,other
BIGBASKET rice,food
steam concert,entertainment
EATFIT combo,food
fee hold,other
amazo WATC,shopping
haldirams dinner,food
hm watc,shopping
hold hold,other
spotify rental,entertainment
DMART basket,shopping
spicejet SEAT,travel
nike gear,shopping
PRO sub,entertainment
airport meal,food
plus sub,entertainment
hotstar movi,entertainment
ecs PROCESSING,other
rapid commute,travel
GROCERY basket,shopping
service auto,other
flight snacks,travel
AMOUNT misc,other
sony music,entertainment
auto debit,other
credit misc,other
charge renewal,other
flight snacks,travel
fee ecs,other
behrouz rice,food
train meal,food
processing credi,other
lenskart watch,shopping
AIRINDIA seat,travel
transfer RENEWAL,other
MYNTR ITEMS,shopping
kfc burge,food
auto amoun,other
indigo parkin,travel
behrouz snacks,food
flipkar SHIRT,shopping
zee5 class,entertainment
hm set,shopping
flipkart purchase,shopping
lyft booking,travel
GROCERY basket,shopping
train seat,travel
txn SERVICE,other
adidas watc,shopping
sony subscription,entertainment
haldirams rice,food
nike jacket,shopping
airport meal,food
ajio shoes,shopping
rapido trip,travel
adjustment hold,other
grocery baske,shopping
nike BAG,shopping
ola RIDE,travel
txn balance,other
processing amount,other
mandate renewal,other
misc payment,other
flipkart gear,shopping
youtube pass,entertainment
starbucks brea,food
lyft fare,travel
NYKAA CART,shopping
adjustment hold,other
myntra shirt,shopping
grocery BASKET,shopping
balanc auto,other
renewal credit,other
txn credi,other
mcdonalds milk,food
airindia toll,travel
dmart BASKET,shopping
nyka purchase,shopping
tacobell snacks,food
grocer basket,shopping
hotstar show,entertainment
train snacks,travel
transfer balance,other
zee5 stream,entertainment
ZARA gear,shopping
irctc fare,travel
airport meal,food
charge payment,other
HM items,shopping
PLUS sub,entertainment
indigo ticket,travel
MCDONALDS combo,food
BIGBASKET snacks,food
FLIGHT snacks,travel
psplus SUBSCRIPTIO,entertainment
misc credit,other
charge txn,other
rapido bookin,travel
tacobell SHAK,food
renewal auto,other
pro sub,entertainment
balance RENEWAL,other
zoomcar ticket,travel
unknown amount,other
sony event,entertainment
irctc transfer,travel
uber toll,travel
hotstar concert,entertainment
grocery BASKET,shopping
meesho items,shopping
bus toll,travel
spotif TICKE,entertainment
ajio shirt,shopping
uber shuttle,travel
bookmyshow game,entertainment
hm gear,shopping
irct transfer,travel
train meal,food
ikea purchase,shopping
DMAR baske,shopping
swiggy coffe,food
blinkit thal,food
balanc AMOUNT,other
mandate service,other
spicejet shuttle,travel
train snacks,food
BIKANERVALA wrap,food
airport PASS,travel
zoomcar parking,travel
renewal entry,other
subway milk,food
ola TRANSFER,travel
kfc burger,food
debit MANDATE,other
bigbaske bread,food
entry service,other
service balance,other
hm gear,shopping
flight snacks,travel
PROCESSING ecs,other
fee transfer,other
decathlon basket,shopping
tacobel parcel,food
MYNTRA jacke,shopping
GAANA movie,entertainment
lenskart BASKET,shopping
balance PROCESSING,other
transfer MANDATE,other
spotify subscription,entertainment
xbox pass,entertainment
hotstar rental,entertainment
vistara toll,travel
gaana subscription,entertainment
kfc milk,food
ECS misc,other
puma cart,shopping
myntra JACKET,shopping
metro booking,travel
mandat adjustment,other
OLA seat,travel
payment mandate,other
BLINKIT thali,food
myntra JACKE,shopping
ajio shoes,shopping
revv JOURNE,travel
bikanervala snacks,food
charg HOLD,other
train snacks,food
ajio gear,shopping
airport meal,food
train snacks,travel
amazon cart,shopping
xbox subscription,entertainment
puma bag,shopping
zara basket,shopping
flight snacks,travel
mandate service,other
credit service,other
train commute,travel
vistara journey,travel
ikea shoes,shopping
vistara parking,travel
ZARA shirt,shopping
dmart basket,shopping
txn ecs,other
kfc thali,food
REVV parking,travel
processing renewa,other
debit fee,other
DEBI renewa,other
audibl rental,entertainment
plus sub,entertainment
zept wrap,food
train snacks,travel
nike order,shopping
ZEE5 renta,entertainment
subway BIRYANI,food
bus trip,travel
flight snack,travel
PRIMEVIDEO movi,entertainment
zoomcar seat,travel
grocery basket,shopping
entry ecs,other
airport seat,travel
misc unknown,other
prime sub,entertainment
train meal,food
INDIG booking,travel
airindia ride,travel
IRCTC shuttle,travel
revv ticket,travel
puma shirt,shopping
lyft booking,travel
croma SET,shopping
auto debi,other
bus seat,travel
LYFT booking,travel
flight SNACKS,travel
lenskart CART,shopping
bookmyshow show,entertainment
misc processin,other
MCDONALDS parce,food
zomato bread,food
unknown PAYMENT,other
psplus game,entertainment
REVV ticket,travel
instamart buffet,food
processing entry,other
revv PASS,travel
airpor snacks,food
grocery basket,shopping
box8 burger,food
youtube subscription,entertainment
audible subscriptio,entertainment
prime sub,entertainment
bus seat,travel
plus sub,entertainment
indigo ride,travel
dominos THALI,food
spotify music,entertainment
balanc adjustment,other
train snacks,travel
FLIGH snack,travel
ubereats LUNCH,food
ECS unknown,other
croma watch,shopping
airport MEAL,food
vistara commute,travel
nike gear,shopping
hm set,shopping
netflix MOVIE,entertainment
MISC HOLD,other
ikea bag,shopping
flipkart set,shopping
decathlon purchase,shopping
stea concer,entertainment
REVV parking,travel
prime sub,entertainment
txn auto,other
primevideo class,entertainment
ecs unknown,other
unknown amount,other
youtube STREAM,entertainment
box8 coffee,food
airindia transfer,travel
zoomcar journey,travel
decathlon watch,shopping
kfc brea,food
misc unknown,other
airport meal,food
revv journey,travel
audible music,entertainment
uber pass,travel
airport toll,travel
misc hold,other
behrouz burger,food
stea class,entertainment
auto PAYMENT,other
stea event,entertainment
ZEE5 stream,entertainment
spiceje shuttle,travel
pro sub,entertainment
spotify SHOW,entertainment
psplus entry,entertainment
spotify subscription,entertainment
TXN misc,other
sony TICKET,entertainment
bus commute,travel
kfc meal,food
DMART BASKET,shopping
fee hold,other
charg ecs,other
prime sub,entertainment
charge debit,other
train meal,food
spotify event,entertainment
service credit,other
txn payment,other
grocery basket,shopping
audible movie,entertainment
dmart basket,shopping
subway meal,food
behrouz lunch,food
zee5 SHOW,entertainment
zara cart,shopping
grocery basket,shopping
train snacks,travel
myntra BAG,shopping
hm BASKET,shopping
IRCTC commute,travel
balance transfer,other
ecs balance,other
psplus ticket,entertainment
mandate mandate,other
bookmyshow EVEN,entertainment
processing FEE,other
plus sub,entertainment
airport snacks,food
SUBWAY lunch,food
trai meal,food
SONY renta,entertainment
bus TRIP,travel
plus sub,entertainment
trai transfer,travel
faaso burger,food
netflix stream,entertainment
AIRPORT PIZZA,food
zomato milk,food
lenskart gear,shopping
eatfi PIZZA,food
MISC ecs,other
payment balance,other
dmar basket,shopping
audible stream,entertainment
ola shuttle,travel
croma watch,shopping
myntra gear,shopping
airport shuttle,travel
prime sub,entertainment
vistara parking,travel
TRANSFER misc,other
sony show,entertainment
FLIPKART watch,shopping
kfc burge,food
balance adjustment,other
balance renewal,other
GROCERY basket,shopping
hotstar entry,entertainment
pro sub,entertainment
TRAIN snacks,travel
FLIPKART watch,shopping
vistara parking,travel
rapido ride,travel
youtub subscription,entertainment
bookmysho class,entertainment
XBOX concert,entertainment
airindi seat,travel
spicejet shuttl,travel
train snacks,food
pro SUB,entertainment
debit credit,other
plus sub,entertainment
sony TICKET,entertainment
tacobell thali,food
faasos burge,food
airindia shuttle,travel
indigo BOOKIN,travel
plus sub,entertainment
AMOUN adjustmen,other
subway roll,food
adida shoes,shopping
spicejet journey,travel
adjustmen txn,other
UBER transfer,travel
decathlon bag,shopping
trai shuttle,travel
txn balance,other
grocery BASKE,shopping
servic adjustment,other
grocery basket,shopping
grocer baske,shopping
processing amount,other
spicejet parking,travel
txn balance,other
entry misc,other
paymen unknow,other
train meal,food
auto auto,other
behrouz coffee,food
meesho gear,shopping
grocery basket,shopping
train SNACKS,travel
airport meal,food
flight snacks,travel
steam subscription,entertainment
BALANCE misc,other
UBER booking,travel
payment balance,other
credit debi,other
renewal mandat,other
AUDIBLE subscription,entertainment
debit PROCESSING,other
hotsta concert,entertainment
train booking,travel
GAANA stream,entertainment
ZOMATO dinner,food
UBER commute,travel
gaana ticket,entertainment
pro sub,entertainment
bigbaske milk,food
haldiram PIZZA,food
bikanervala SHAKE,food
credit ecs,other
auto auto,other
airport meal,food
fee auto,other
sony STREAM,entertainment
debit processin,other
flight snacks,travel
grocery basket,shopping
DECATHLO bag,shopping
credit debit,other
hm purchase,shopping
primevideo stream,entertainment
gaana show,entertainment
lyft booking,travel
FEE adjustmen,other
instamart buffet,food
behrouz snacks,food
flight snacks,travel
PRIM sub,entertainment
behrouz SHAKE,food
haldirams combo,food
starbuck COMB,food
lyft commute,travel
hotstar subscription,entertainment
plus sub,entertainment
BUS toll,travel
lenskart items,shopping
flight snacks,travel
UBER seat,travel
unknow RENEWAL,other
kfc pizza,food
zee5 music,entertainment
hotstar EVENT,entertainment
puma ITEMS,shopping
zee5 CLASS,entertainment
AIRINDIA fare,travel
dmart baske,shopping
airport JOURNE,travel
zara order,shopping
sony movie,entertainment
zee5 class,entertainment
BOX8 COMB,food
TRAIN snacks,travel
TRANSFE transfer,other
netflix event,entertainment
trai snacks,travel
servic transfer,other
plus sub,entertainment
starbuck pizza,food
CROM items,shopping
indigo shuttle,travel
FLIGHT snacks,travel
bus commut,travel
AMAZON items,shopping
gaan ticket,entertainment
blinki parce,food
auto mandate,other
pro sub,entertainment
swiggy wrap,food
amazon cart,shopping
credit txn,other
airpor snacks,food
txn renewa,other
grocery basket,shopping
INSTAMART roll,food
vistara RIDE,travel
airport coffee,food
servic MANDAT,other
steam concert,entertainment
airport parcel,food
croma bag,shopping
steam entry,entertainment
lyft ride,travel
primevideo ticket,entertainment
nykaa order,shopping
DECATHLON jacket,shopping
train snacks,travel
train snack,food
steam rental,entertainment
revv parking,travel
amazon order,shopping
grocery baske,shopping
transfer payment,other
decathlon shoes,shopping
faasos dinner,food
netflix pass,entertainment
lenskart set,shopping
psplu entry,entertainment
mandate hold,other
dmart BASKET,shopping
puma watch,shopping
decathlon set,shopping
hold transfer,other
nike set,shopping
myntra cart,shopping
meesho basket,shopping
zomato rice,food
hold transfer,other
credit processing,other
faasos dinner,food
dominos burger,food
swiggy thali,food
lyft commute,travel
zept meal,food
decathlon bag,shopping
INDIG ride,travel
credit hold,other
train pass,travel
ZEE5 ticket,entertainment
servic txn,other
nykaa gear,shopping
tacobell milk,food
amazon shirt,shopping
faasos lunch,food
metr parking,travel
revv TRIP,travel
metro COMMUTE,travel
lenskart basket,shopping
airport meal,food
fee renewal,other
XBOX game,entertainment
RAPIDO seat,travel
OLA parking,travel
hotstar ENTRY,entertainment
haldirams combo,food
tacobell MEAL,food
ajio basket,shopping
GAANA concert,entertainment
mandate processing,other
fee renewal,other
zoomcar TRANSFER,travel
train snacks,travel
pro sub,entertainment
ola parking,travel
vistar commute,travel
pro SUB,entertainment
