text,category
spicejet transaction personal use,travel
indigo order urgent,travel
ola payment routine,travel
spicejet monthly charge for office use,travel
redbus monthly charge during weekend,travel
makemytrip recharge late night,travel
air india booking while travelling,travel
redbus expense monthly,travel
indigo payment one time,travel
rapido expense family use,travel
redbus purchase personal use,travel
indigo purchase urgent,travel
vistara purchase routine,travel
rapido expense for office use,travel
indigo recharge during weekend,travel
irctc transaction late night,travel
akasa air subscription while travelling,travel
makemytrip subscription monthly,travel
makemytrip monthly charge one time,travel
goibibo bill family use,travel
indigo booking personal use,travel
makemytrip subscription urgent,travel
air india booking routine,travel
spicejet transaction for office use,travel
air india payment during weekend,travel
goibibo order late night,travel
makemytrip payment while travelling,travel
redbus bill monthly,travel
ola payment one time,travel
makemytrip order family use,travel
vistara expense personal use,travel
goibibo bill urgent,travel
vistara expense routine,travel
uber purchase for office use,travel
akasa air payment during weekend,travel
makemytrip bill late night,travel
makemytrip purchase while travelling,travel
air india recharge monthly,travel
redbus subscription one time,travel
vistara order family use,travel
goibibo payment personal use,travel
uber bill urgent,travel
air india booking routine,travel
spicejet payment for office use,travel
irctc payment during weekend,travel
indigo subscription late night,travel
irctc purchase while travelling,travel
redbus monthly charge monthly,travel
goibibo booking one time,travel
irctc bill family use,travel
air india payment personal use,travel
indigo bill urgent,travel
goibibo transaction routine,travel
irctc payment for office use,travel
irctc recharge during weekend,travel
uber monthly charge late night,travel
redbus expense while travelling,travel
spicejet order monthly,travel
akasa air booking one time,travel
makemytrip transaction family use,travel
makemytrip transaction personal use,travel
redbus order urgent,travel
uber transaction routine,travel
rapido purchase for office use,travel
rapido monthly charge during weekend,travel
redbus booking late night,travel
akasa air monthly charge while travelling,travel
irctc payment monthly,travel
goibibo expense one time,travel
redbus monthly charge family use,travel
makemytrip expense personal use,travel
spicejet payment urgent,travel
vistara payment routine,travel
air india recharge for office use,travel
vistara monthly charge during weekend,travel
uber expense late night,travel
spicejet bill while travelling,travel
air india expense monthly,travel
ola booking one time,travel
ola monthly charge family use,travel
vistara expense personal use,travel
spicejet subscription urgent,travel
ola recharge routine,travel
irctc subscription for office use,travel
uber transaction during weekend,travel
ola booking late night,travel
goibibo recharge while travelling,travel
uber booking monthly,travel
irctc order one time,travel
air india monthly charge family use,travel
uber purchase personal use,travel
ola bill urgent,travel
vistara payment routine,travel
redbus subscription for office use,travel
indigo booking during weekend,travel
uber bill late night,travel
irctc subscription while travelling,travel
ola subscription monthly,travel
akasa air booking one time,travel
uber transaction family use,travel
redbus bill personal use,travel
uber bill urgent,travel
redbus purchase routine,travel
uber payment for office use,travel
ola recharge during weekend,travel
air india purchase late night,travel
rapido payment while travelling,travel
spicejet payment monthly,travel
indigo transaction one time,travel
makemytrip recharge family use,travel
uber purchase personal use,travel
makemytrip payment urgent,travel
akasa air payment routine,travel
indigo recharge for office use,travel
vistara purchase during weekend,travel
redbus recharge late night,travel
irctc transaction while travelling,travel
makemytrip transaction monthly,travel
ola bill one time,travel
vistara bill family use,travel
vistara transaction personal use,travel
redbus purchase urgent,travel
air india payment routine,travel
spicejet expense for office use,travel
air india transaction during weekend,travel
irctc purchase late night,travel
uber payment while travelling,travel
redbus purchase monthly,travel
redbus booking one time,travel
redbus order family use,travel
makemytrip expense personal use,travel
indigo subscription urgent,travel
vistara bill routine,travel
goibibo transaction for office use,travel
spicejet order during weekend,travel
irctc order late night,travel
ola payment while travelling,travel
rapido monthly charge monthly,travel
redbus recharge one time,travel
akasa air subscription family use,travel
indigo transaction personal use,travel
akasa air order urgent,travel
rapido bill routine,travel
indigo transaction for office use,travel
air india monthly charge during weekend,travel
air india payment late night,travel
akasa air transaction while travelling,travel
makemytrip order monthly,travel
ola booking one time,travel
akasa air expense family use,travel
ola recharge personal use,travel
air india booking urgent,travel
irctc booking routine,travel
uber subscription for office use,travel
irctc bill during weekend,travel
goibibo bill late night,travel
redbus subscription while travelling,travel
redbus transaction monthly,travel
air india transaction one time,travel
indigo recharge family use,travel
air india order personal use,travel
uber bill urgent,travel
ola bill routine,travel
irctc payment for office use,travel
makemytrip booking during weekend,travel
goibibo booking late night,travel
spicejet transaction while travelling,travel
irctc booking monthly,travel
spicejet subscription one time,travel
goibibo recharge family use,travel
irctc recharge personal use,travel
rapido payment urgent,travel
air india payment routine,travel
uber subscription for office use,travel
ola expense during weekend,travel
uber order late night,travel
indigo bill while travelling,travel
irctc transaction monthly,travel
air india payment one time,travel
ola booking family use,travel
irctc monthly charge personal use,travel
